Foul,Post,
0,"Aatmanirbhar aur aadhunik Bharat ke nirmaan mein, shiksha ka bahut bada mahatva hai.

Isi soch ke saath desh ko 3 dashak ke baad nayi rashtriya shiksha neeti dene mein hum safal hue hain.

Ye vidyarthiyon ko jad se jodegi saath-saath usko ek global citizen banane ka bhi poora samarthya degi. #AatmaNirbharBharat https://t.co/tUTuKe351N",
0,"China ke khilaaf Bharat ka action

#Video #PUBG_MOBILE 

https://t.co/qshGamc1i4",
0,"GDP ko is saal ho sakta hai 20 lakh crore rupees ka nuksan'
https://t.co/OXkM9IQxCm via @NavbharatTimes 
#GDP #Coronavirus https://t.co/RHhwapXOlz",
0,"#BREAKING | NCB ke samne Rhea Chakraborty ka bada kabulnama; 'Showik se drugs mangati thi Rhea' - Source

Dekhiye Republic Bharat par #LIVE : https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX https://t.co/CT78Tbdr79",
0,"#CWC19 haar ke baad Australian captain Aaron Finch bole, 'Beete 6 mahino mein humne kaafi kuch sabit kiya hai'
@CricketAus @AaronFinch5 
https://t.co/GgUtjfwO5D https://t.co/zMGukjcru7",
1,"@SalmanNizami_ Bahut bada kameena hai tu, itna gaali kaise hazam kar leta hai tu? Chamde kitna mota hai tera. Ku din bhar bhokta rehta hai tu? Rahul Gandhi ke chamche hone par tujhe sharam nahi aata? Kahan se mila tujhe jahil wala certificate.""",
0,Chandigarh nivasi Veer Singh ko #PradhanMantriGaribKalyanYojana ke tahat muft mein rashan diya gaya jise lene ke baad unhone sarkar ka dhanyavaad kiya. @PMOIndia @narendramodi @DDNewsHindi @moayush @MoHFW_INDIA https://t.co/yxUxL3jriL,
0,"Ye tumhare dharm ko kuch bhi kahe, tumhe inke dharm ka samman karna hi hoga, nahi karoge to yudh ke liye taiyyar raho.

Hinduon jatiyon mein batna chhod yudh ki taiyyari karo kyun ki hum bhi Hindu dharm ka apmaan nahi sahenge 💪💪",
0,Pranab Mukherjee: Pradhanmantri na ban paane ki kasak rahi jeevan bhar https://t.co/CQX6NlVunR,
0,"Kaam ki baat: 1 September se banking aur share bazar mein nivesh sahit in 6 niyamon mein hue badlav, iska aapki jeb par bhi hoga asar https://t.co/R4iEzJOn2N #Banking #Investment #sharemarket",
0,"Sirf do aasaan upay, Bharat mein bacha sakti hai corona se do lakh logon ki jaan: Study https://t.co/h8w6aeogj0 via @NavbharatTimes #Coronavirus",
0,"Uddhav ne Rahul ko diya challenge. 👍

Main apni party ko teri party se bhi aage leke jaaunga. 😂😂",
0,"Namaste, Bangalore mein har kisi se vinamr nivedan ki aap aaj raat 10 baje ke baad kal subah 5 baje tak apne ghar se bahar na niklein. COVID-19 ko maarne ke liye hawa mein dawa ka chhidkav kiya jayega. Is jankari ko Bangalore mein apne sabhi dosto, rishtedaron aur apne parivaron se share karein... Dhanyavaad!",
0,"Dhatu ki satahon ki ek hi charan mein swachhata ke liye laser-aadharit yantra jang rokne mein madad kar sakta hai.

Vivaran: https://t.co/ZyqtlrXuHP https://t.co/6NR1CjcUnU",
0,"#SamacharSandhya | Desh ne poorv Rashtrapati Pranab Mukherjee ko ashru-purna vidaai di. Poore sena samman ke saath nayi Delhi mein antim sanskar.

Bharat ne kaha - Cheeni sena ne jaari baatcheet ke beech 29, 30 aur 31 August ko poorvi Ladakh mein ukasave ki carvai ki.",
0,#ReportForSSR | Janch mein rangeen duniya ka kala sach aayega saamne? Dekhiye 'Mahabharat' Sucharita Kukreti ke saath Republic Bharat par LIVE : https://t.co/G945HvRmSx https://t.co/za4ksxrm22,
0,GST se August mahine mein 86 hazaar 449 crore rupees ka rajswa sangrah https://t.co/SSYrHC1XOu,
0,Nagpur ke bus stand par pakde gaye aatankwadiyon ka video hai.,
0,"Corona ne todi meri dharm mein astha - Mohan Bhagwat RSS ke pu. Sar-Sanghchalak @DrMohanBhagwat ji ke naam par social media mein ek fake news chal rahi hai. Pu. Sar-Sanghchalak ji ne aisa koi vaktavya nahi diya hai. Yeh samaj todne wali shaktiyon ka apne lakshyon ki prapti ke liye samaj mein anastha, arajakta aur samaj vighatan ke prayas ka ek shadyntr hai.",
0,"Amaranth Yatra ko le

kar suraksha ke kade intzaam, Bakhtarnband gaadiyon se lekar Jaimer tak lagaye gaye. https://t.co/3UldmGCxzM",
0,"Desh bhar mein ab tak 27,74,801 se adhik corona ke mamle swasth ho chuke hain aur 4,23,07,914 sample test kiye ja chuke hain. Janiye kya hai desh bhar mein #COVID19 ki sthiti #IndiaFightsCorona #CoronaWatch https://t.co/nokt3B0Hvp",
0,#ReportForSSR | NCB ki poochtaach mein 2 drug dealers ne Rhea Chakraborty ke bhai Showik ka naam liya - Source https://t.co/3ZWM34XgGR,
0,"Uttar Pradesh sarkar infrastructural development ke liye pratibaddh hai.

Hum tay samay-seema mein 'Purvanchal Expressway,' 'Bundelkhand Expressway,' 'Defence Corridor,' aur 'Ganga Expressway' ki yojnayein poora karenge. https://t.co/xA3AvwHLLi",
0,"LG aur Kendra ke aadesh ko lagoo kiya jayega. Hume ek doosre se nahi, milkar corona se ladna hai. https://t.co/KX2Iu0Zfww",
0,Breaking News: Russia ki sadkon par 500 se adhik sher chhode gaye takki yeh sunishchit kiya ja sake ki log is mahamaari ke prakop ke dauran ghar ke andar rahe hain. Vladimir Putin ne logon ko ghar ke andar rahne ke liye lagbhag 500 sher chhode.,
0,Ganit ki mushkilat ko aasan banane wale Prayagraj ke is teacher ko milega rajya shikshak puraskar https://t.co/AwWk2Yfpac,
0,Uttar Pradesh: Agra ke Sikandra ilake mein ek chemical factory mein aag lagi hai. Ab tak kisi ke hatahate hone ki soochana nahi hai. https://t.co/MZveCrRppV,
0,NEET/JEE aur NDA ke parikshaarthiyon ke liye Bihar mein poorv madhya railway chalayega 7 Intercity trains. 4 September se 15 September ke beech chalengi trains. https://t.co/FXJrR3h0ZC,
0,"Kya antiviral dawayen lekar corona se bacha ja sakta hai?

#IndiaFightsCorona #COVID19 @PIB_India @PrakashJavdekar @shashidigital https://t.co/JNoEGuaTZY",
0,"Subah sava 10 baje se 11 baje tak anya ganmanya vyakti Shraddha Suman arpith kar sakte hain, 11 baje se 12 baje ke beech aam janta Shraddha Suman arpith kar sakte hain. #PranabMukherjee",
1,"Ab vo waqt door nahi jab Awadh mein mandir nirmaan shuru hoga. Aur vo waqt bhi door nahi jab mullo tumko hamara mulk chhodkar bhaagna hoga. Santo ko maarne vaale ab Bharat mein nahi bachenge. Hindustan Hinduon ka hai, yahan keval Hindu hi rahenge. Bhago Congressi mullo.",
0,Jaisa ki kal bataya gaya ki Bharatiya Sena ne is bharkaau karwai par pratikriya di aur desh ke hiton ko dekhte hue rakshatmak kadam utaaye: Videsh Mantralay (Pangong So Lake ki haaliya jhadap par),
0,Girti arthvyavastha aur badhti berozgaari.,
0,"Police dwara chalan kaatne par Musalmano ne unki pitayi ki. Jo kanoon ko chunauti hai. Yeh video batata hai ki aage Hindustan mein kya kya hoga. Kaun desh chalayega? Aur sabka bhavishya kya hoga, kadwa sach yeh hai ki desh ko bahar se zyada andar se bahut zyada khatra hai. #UnitedHindu",
0,Bangal mein Hindu mare hain. Isliye mujhe koi farq nahi padta. --#RavishKumar #Ndtv,
0,"Bharatiya Janata Party ke neta Sanjeev Gupta aur bhatije Sachin Gupta par STF ne Gajraula, UP par chhapa mara aur 70 karod tak ki NCERT ki nakli kitaaben mili hain. Ab tak lagbhag 500 karod tak ki kitaaben chhapa chuke hain. Bhakton ka kaam yahi hai.",
0,Bharat ke itihas mein pehli baar Karnataka mein Shivkashi nadi mein paani kam hone par dikhenge laakhon Shivling. Har har Mahadev! 🙏🚩 #Jai_Jai_Jai_Shree_Ram 💐💐,
0,Shramikon ke liye samarpit pradesh sarkar dwara corona mahamaari mein raahat pradaan karte hue 53 lakh se adhik shramikon ko ₹1000 bharn-poshan bhatta diya gaya hai.,
0,5 mahine ho gaye in sadhuon ki hatya hui. Aaj tak koi karyawahi nahi hui. Desh ka insaaf sirf filmi sitaaron ke liye hai kya?,
1,@Viren_Rajput95 teri maa ka bhosda madarchod tum jaise kutto ki maa zaroor chodega Modi madarchod randi ke teri maa behan chod di kya madarchod agali baar soch samajh ke likhna kamini saale.,
0,Internet problem ke chalte Bharat aur Russia ko sanyukt roop se Chess Olympiad ka champion ghoshit kiya gaya hai. Pehli baar is Olympiad ko online aayojit kiya gaya tha. Isse pehle Bharat ne kabhi Olympiad nahi jeeta tha.,
0,Surat se aa rahe the paidal bhookh bardaasht nahi hui to susaide kar li. Corona media agar Markaz Nizamuddin se fursat mili ho to jara apni news mein usko jagah de.,
0,#DDNews ke vishesh bulletin 'Express News' mein sirf aadhe ghante mein desh-duniya ki 100 khabre.,
0,Sahab Kashmiri Musalmanon par zulm band kijiye.,
0,"Telecom companies ko Supreme Court se badi raahat, Supreme Court ne bakaya AGR jama karne ke liye 10 saal ka waqt diya, Telecom companies ko bakaye ka 10 feesadi 31 March 2021 tak chukana hoga.",
0,"#Mahoba 8 dino se ghar se lapata yuvak ka kuan mein mila shav, parijanon ne jataayi hatya ki aashanka, parijanon ne kotwali mein ki thi shikayat, Kulpahad kshetra ke Bhatewara gaon ka mamla.",
0,Ginny Weds Sunny' mein Yami Gautam ke saath nazar aayenge Vikrant Messi.,
1,Teri behan ke aage aur peeche dono ek saath dalenge 😂😂,
0,"Shem On You Assam Police. @assampolice #AssamAgainstCAB #CountryAgainstBJP Aap par sharm aati hai Assam Police, yeh Assam sarkar hamare saath kar rahi hai, niche aap unki kroorta dekh sakte hain, police un rakshason ki raksha karte hue lathi charge kar rahe hain, rubber ki goliyan chala rahe hain. Yeh vaastav mein Assam ke liye ek kaala din hai. Assam abhi jal raha hai. #SaynotoCAB",
1,"Us jehadn heer Khan ke Hindu devtaon ko gaali dene se abhi tak kuch khatra mein nahi aaya hai. Lekin agar kisi ne Mohammad, Ayesha, Fatima, Maryam, inka naam bhi le liya to samvidhan se lekar Musalman, dharmnirpeksha, sab khatra mein aa jayega.",
0,"Ravindra Singh Yadav ke khilaaf vibhaagiya jaanch shuru, Shukulpur Chhatar gaon ke Jaychand putra Chhotu ne ki thi shikayat, aaropi arakshiyo ne parivaarik vivad mein peedit Jaychand ko thane bulaya @pratapgarhpol @PratapGarhSP @Uppolice #policemedianews",
0,"Raahul Gandhi ke liye jo vishesh viman unhone uplabdh karaya hai, use ab tak doosre deshon se aane vaale pradhanmantri, rashtrapati ya king ko uplabdh karaya jaata tha. Unified Arab Emirates mein pehli baar Rahul Gandhi ke liye protocol tootne ja raha hai aur bina PM bane Rahul Gandhi is vishesh viman se New Delhi ke liye rawana honge.",
0,"Nayi shiksha neeti, 2020 par kya bole Prad

hanmantri Narendra Modi.",
0,#SaathNibhanaSaathiya2 ke naye promo par memes ban rahe hain. Dekhiye...,
0,"Reliance-Future deal: Future Group ke shareholders ko is deal se kya mila, jaane. #BizBazaar #FutureConsumer #futureenterprises #FutureGroup #Reliance #RelianceRetail",
0,"Desh ki beti Sudeeksha ko insaaf dilane ke liye deshvaasiyon ne aaropiyon ke khilaaf kadi karrwai ki maang ki thi, ishi beech ye khabar aayi hai. Police ne 2 gunehgaaron ko giraphtaar kar liya hai aur jis bullet se takkar maari gayi thi, use bhi baramad kar liya gaya hai. #JusticeForSudeeksha",
0,"Desh ke honhaar chatron, apna bhavishya banane ke liye aawaz to uthani hogi.",
0,"UP: Balrampur mein khana banate samay cylinder mein dhamaka, bachche ki maut, do ghaayal",
0,Bhookh hadtaal ke dauran Tajinder Singh Bagga ne samose khaye hain.,
0,"#AarPaar Sena ka parakram, China hua bedam",
0,"Bihar chunav: Nitish Kumar ki pehli virtual rally, bole - Kuch log sirf alochana karte hain",
0,"Pradhanmantri Narendra Modi ke saath viman mein baithi ek mahila, jiski pehchaan filhaal nahi ho saki hai.",
1,"Crush ko bhi pata hota hai.
Hum uske crush hain.
Saali kamini tabhi to itna bhaav khati hai.
Chamcho ka bhi haal aisa hi kuch hai.",
0,"Maharashtra sarkar jald hi apne liye ringtone badal sakti hai aur nayi ringtones hongi...
'Yaad rakhiye Humein Kangana se ladna hai, corona se nahi' 😂😂😂""",
0,"Azadi ke baad humne teen badi bhool ki hai...
Apni prathamik shiksha ko humne Isaiyon ke haath chhod diya.
Itihas ke lekhan ko Communiston ke haath chhod diya.
Aur manoranjan ko mullo ke haath chhod diya.
Aur yahi wajah hai ki Sanatan ko achhoot aur majakiya banaya gaya.
Samay aa gaya hai badlav ka. 👍",
0,"Exclusive: Kendra ne Madhya Pradesh se kaha - Lockdown mein banta chawal insaan ke layak nahi, janwaron ko khilayein.",
0,Bhai jaan tum log ka ye haqiqat hai tum bhai jaan kabhi bhi ho....par tareeka ye hi hai... #swedenriots #DelhiRiots,
0,"Saiton ne dawa kiya ki Scindia ne apni hi party ke khilaaf virodhabhasi rukh apnaya, jisne bill ka virodh kiya hai.",
0,"Myanmar chunaav ko lekar Facebook ki taiyari, galat soochon par hoga vaar.",
0,@News1IndiaTweet @amrohapolice @amrohapolice - Kripaya vartaman sthiti se avagat karein.,
0,Kangana Ranaut ko Y-security pradaan karne par Shiv Sena neta Priyanka Chaturvedi ne narazgi jatai.,
0,"Bharat mein chor bazaar ke dhanda bhi shantidoot hi karte hain.
Mumbai mein matan wali Mohammad Ali Road se ye mashhoor chor bazaar hai.
Delhi ka Chandni Chowk chor bazaar.
Chennai ka Purupet chor bazaar.
Soti Ganj, Meerut.
Gujarat mein Ahmedabad mein hai aur Modasa mein bhi shantidooton ka chor bazaar hai.",
0,"Jin logon ko Shri Ram ke astitva ka bharosa nahi tha, ab unhein Shri Ram ki shakti ka andaza ho raha hai.
Rom ki baat karne wale bhi ab 'Ram-Ram' ki rat lagaane lage hain. Ye log jaan gaye hain ki ab 'Ram-Nam' se hi Vaitarani paar honi hai.
Shri Ram ka naam har sthiti mein kalyankari hai.
Jai Siya Ram!",
0,"Siasat ke 'ajatshatru', Congress ke liye 'sankat mochak' to vipakshi netaon ke liye 'margdarshak' the Pranab Da.",
0,"Aapradhik ghatnaon ko anjaam dene ke liye bhade par hathiyaar dene wale girgreh ka pardafash, police ne kai suppliers ko dabaocha.",
0,Taal Thok Ke Special Edition: News channel ke naam par kab tak chalega 'theater'?,
0,"RT @_Pb_swain_: Jaativad mein uljhte rahe isliye Congress aur anya party desh ko lootte rahe hain,
Ab jaativad chhodkar Hindu hokar vote karein,
Rashtravadi sar…",
0,@sambitswaraj Chamche ki atmakatha: 🐽😂 Noon roti khayenge chamchagiri mein zindagi bitayenge. Baap chamcha khud chamcha bachchon ko bhi chamcha banayenge. Bhakton se anurodh hai chamchon ko zyada na pelaye.,
0,"Rhea aur Showik se chaar ghante tak poochtaach hui, pehle daur ki poochtaach khatm
#Sushantsinghcase #JusticeForSushant",
0,"Shahjahanpur police aur badmashon ke beech muthbhed, 25 hazaar ka inaami girftaar, aadha darjan se zyada mukadmon mein tha faraar, 4 pahiya vaahano ko rok kar karta tha loot, Shahjahanpur, Lakhimpur police ki sahayak karrwai @shahjahanpurpol @Uppolice #SarvepalliRadhakrishnan #5Baje5Minute #policemedianews",
0,"Pradhanmantri Narendra Modi Lal Kile se mahilaon ke adhikaron ka nara lagate hain, Supreme Court Sushant Singh Rajput ki maut ke liye janch aadesh jari kar raha hai, lekin JNU chatra Najeeb lapata hai, uski maa salon se nyay ke liye cheekh rahi hai, Rohith ki maa Radhika Vemula ko insaaf kab?",
0,Harbhajan Singh aur Suresh Raina jaise diggaj players ki jagah keval mere jaise diggaj players hi le sakte hain. Breaks mein cheerleaders se mast thumke laga kar mahaul ko rangeen bana doonga.,
0,"Modi ji ne itna pukhta kaam kar diya hai ki agle baar jo bhi satta mein aayega,
desh ka kuch nahi bech payega!",
0,"Haryana mein ek non-governmental organization ne kushal, akushal shramikon ke liye ek mobile application 'Kaam Aaya' launch kiya hai.",
,,
,,
1,"Umar Khalid ke jail jaane par Dogla Anurag Kashyap bahut bilbila raha tha.. Ab usi kamine par ek abhinetri ne balatkar ka aarop lagaya hai, ab ye bhi apne bhai Khalid ke paas jail jayega.

Ye vaampanthi gunde, dangaai, balatkaari, aatanki, deshdrohi sab bhai bhai hi hain...
#IndiaFightsCorona

Jab aap sarvajanik sthalon par thookte hain, to aap doosron ke swasthya ko bhi khatre mein daalte hain. Thookna varjit, swasthya arjit. Badalkar apna vyavahaar, karein Corona par vaar.
#TogetherAgainstCovid19 https://t.co/cwYA8V9ltO

Aaj 3 baje Facebook aur Twitter par aap logon se berozgaari aur girti arthavyavastha par charcha karunga. https://t.co/SNhrvmX6IM

Ek user ne likha,",
0,“Sabse galat jaankaari hamesha yahi dete hain.”,
0,"Doosre ne likha,",
0,"“Koi mind mat karna, main bas videos ko dislike karne ki practice kar raha hoon.”",
0,"Teesre user ne likha,",
0,"“Hamein rozgaar chahiye, jumla nahi.”",
,,
1,Maharashtra ke BJP neta Ashok Taneja apni beti ko bandook dikhakar karta tha balatkaar. Beti ne darj karai FIR. BJP wale apne beti ko nahi chhodate to aapki maan behan ko kahaan chhodenge. Bharatiya sanskriti mein izzat bhi ek cheez hoti hai.,
0,"Cheeniyon ko aisi Bharatiya elite force ka saamna karna pada jise ab tak Cheeniyon ne dekha hi nahi tha, na hi Cheeniyon ko koi jaankari thi. Ab ladai ke samay aisi force niklegi jo seedha Beijing mein nazar aayegi..!!",
0,"#Bareilly Mob Lynching case mein 2 aaropi ko police ne kiya giriftar, 6 aaropiyon ke khilaaf police mein darj kiya mukadama, Aanvala kshetra mein hui thi mob lynching. @bareillypolice @Uppolice #policemedianews",
0,"Nabalik bachcha agar pet ke liye kaam kare, toh woh = Baal apraadh hai
Aur paisewale ka bachcha agar serial mein kaam kare toh hai = Baal kalaakaar hai
Wah re kaanoon 🤦🏻‍♀️🤦🏻‍♀️",
0,"Is shiksha neeti mein Bharatiya bhashaon, kala aur sanskriti ko prathamikta di gayi hai. Isse vidyarthiyon mein srijanatmak kshamata viksit hogi aur Bharatiya bhashaon ki takat aur badhegi. Vividh bhashaon wale hamare desh ki ekta ko akshun banaye rakhne mein isse madad milegi.",
0,21 September se desh bhar mein 9vi se 12vi ke chatron ke liye school khul jayenge. Kendriya Grih Mantralaya ne 29 August ko Unlock-4 ki guidelines jaari ki thi. Is guidelines mein hi school khulne ki anumati di gayi hai.,
0,"Yeh Jammu aur Kashmir ka ek navin-tam video (16 August) hai, Srinagar ke upnagariya ilaake jahan Bharatiya sena ne 4 hirasat mein liye gaye Kashmiri ladkon ko manav dhal ke roop mein istemaal kiya takki Bharat-virodhi naare lagane wale ladkon ko roka ja sake aur bahadur sainikon ne unhein gaali dete hue kaha ki Ab patthar fek do.""",
0,"Yogi ji ne nyay karte samay kabhi bhi jaati aur dharm nahi dekha, jiska jaisa apraadh usko vaisi saza
Yogi raj mein ab tak maare gaye 122 apradhi, huye kul 6126 encounters, ye Yogi ji ka susaasan hai, apradhi takhti lagakar ghoom rahe hain ki hamein baksh do, pehle apradhion ko khuli chhoot milti thi.",
0,"Ye vartaman ki satyata hai corona mahamaari ki aad mein bhrashtachar, ang taskari charam par... https://t.co/d84QPyb7BY",
0,Lokayukt ki karravai: Bhopal mein chhapemari ke dauran Lokayukt police ko chai-samosa khilate nazar aaye Khanij adhikari Pradeep Khanna; bole - Assessment kar rahe h,
0,"ain, mere nazdeek sab kuchh theek hai.",
0,"#MPPolice #MPNews #BhopalPolice #bhopal https://tifk.in/lmbyk""",
,,
,,
0,"Ek ka naam Pooja hai aur doosri ka Maansi, aur aarop hai ki yeh dono naqaab (burqa) pehn kar Lucknow mein ghanta ghar ke paas CAA, NRC aur NPR ke viruddh dharna par baithi mahilaon ki bheed mein Pakistan Zindabad ke naare laga rahi thi. Bahusankhyakon ko moorkh banane ke liye Musalmano ko badnaam karna theek nahi hai.",
0,Jammu-Kashmir mein hathiyaaron ko taras rahe hain aatanki https://t.co/eYZlhBC3zh,
0,Pravasi majdooron ke saath Rahul Gandhi (@RahulGandhi) ki mulaakat prayojit ya poorvaniyojit nahi thi. Pravasiyon se mulaakat ke baad unhone Congress karyakartaon se vaahano ki vyavastha karne ko kaha taaki pravasi apne ghar laut sakein. #BhajpaKaSafedJhoot,
1,"@LambaAlka jo kutiya ki chaal chalegi,
vo kutiya ki maut maregi.",
0,"@KanganaTeam Tumne ab tak 10 film mein bhi kaam nahi kiya, tumhare paas hazaron karod ki property kahan se aayi itni shaan-shaukat se zindagi kis income se kat rahi hai, safai de desh ko.
#Bahraich #Police 
https://t.co/ONd5Gb0E7t",
0,"Sushant ke parivaar par ab kiska 'kichad'?
#IndiaWithSushant par tweet karein apni raay 
@aditi_tyagi
Watch LIVE - https://t.co/m8ZUVd7ffH https://t.co/1vOBqdBwBY",
0,"OnePlus 8T ki kathit tasveer leak, mili design ki jhalak
https://t.co/d9iCSIvyQa",
0,"#Sushant mamla: Depression ko lekar taiyar ki gayi theory se santusht nahi hai CBI, Disha Salian ki maut ko lekar bhi ki poochtaach
@optbabu ki report
https://t.co/p2yFxrtmrF",
0,"Tez vriddhi ke saath Bharat mein 4.23 crore se adhik #corona jaanch
#Covid19 ke kul maamalon mein se 43% akela 3 rajyon - Maharashtra, Andhra Pradesh aur Karnataka mein darj kiye gaye: https://t.co/U1NzfZ52wi
@PMOIndia @MoHFW_INDIA @drharshvardhan @PrakashJavdekar @PIBHindi @DDNewsHindi @ICMRDELHI",
