Foul,Post
1,RT @ochocinco: If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...
1,"RT @_Maniac_Mind_: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind"
1,@Diishaidiamond lmao yesterday ? Them hoes was cute af lol
1,Pops told me never stick ya &#127814; in a broke bitch
1,RT @KenaiViveros: Ima bitch him out lol @Versharky
1,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call
1,RT @inkMEhoe: Craziest bitches got the best pussy.....
1,stupid teacher talks to @RandyMower like he's retarded
1,RT @rebellious_midy: Ugly bitches definitely disguste me &#128534; ewww yuck!
1,"I'm a pull up, eat on that pussy, and dip"
1,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"
1,"RT @usmntHistory: On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER."
1,@tajacasanova @macy_engweiler you're are only a hoe when you fuck him and think you're pregnant ... Not when you party together &#128524;
1,walking dead gonna be so trash this season
1,&#128064; bitches giving back rubs ?
1,"I mean if she a cunt, then she a cunt. It happens."
1,RT @s_devante: That moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my face#rich homie quan &#8230;
1,if i were to die and be resurrected as an animal id be a howler monkey
1,&#8220;@connycarvajal_: Why u can't just love?&#8221; Because we don't love these hoes
1,"@realmarkhenning lol, We gotta let these hoes know. *pow pow* this aint what they want. &gt;&gt;"
0,Oreo milkshakes will forever remind me of @jay_ibarra95
1,got like 4 hoes in my low pro
1,But why did this bitch just follow me...don't even like u @_graceexo
1,u-bitch-u
1,When did Miley turn ghetto?
1,RT @LouieVRee: Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant
1,Sadboy bitch we worldwidee
1,"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch."
1,When I was 16 &amp; me my homies used to go to the mall to pull hoes. I'd be at home later that night like.... http://t.co/zq8UtPLYFK
0,"It's almost Christmas, Charlie Brown..."
1,"RT @Sunelite1: Can't wait for the @Cubs to sweep the Cardinals tonight on @espn ! No matter how bad the cubs are, we're gonna beat the bird&#8230;"
1,RT @275YUNGSIMMIE: I hate a lying ass bitch
1,Sure wish my nose would stop dripping.....this sick shit is for the birds
1,#Lingo so A1 niccas be Tryn talk like me
1,Errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch
1,I hate dumb bitches
1,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ
1,My hoes love to go shoppin
1,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
1,You better work bitch
1,Hoes always saying niggas hoes but they be the hoes &#128175;
1,this party goin be off the chain/bad bitches only http://t.co/Qx7BZLFh
1,"Don't ""k"" me you bitch"
0,@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.
1,RT @LiveAndUncut: the weeknds fans are all the same person to me. half hoe/A quarter gothic/ a quarter hipster
1,&#8220;@kirstenkraft: there isn't one song on Blacc Hollywood I dislike.&#8221; Except the song with nicki minaj because that triffling bitch sucks
1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that
1,RT @z0mbiedance: who let gabby get drunk off of her ass? give that bitch bread...bitches love bread.
1,Which one of you hoes then downloaded that JailMail app....
1,@TheRealaaw &#128514;&#128514;&#128514;&#128514; pot of gold ass nigguh
1,You done with that clown bitch or ...?
1,"Give these hoes 20,000 followers you got a whole new bitch"
0,"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1"
1,"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden"
0,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!
0,Is dare any colored players in hockey?
1,RT @jama_jam: I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol
1,Mann.. Jada Pickett was a badddddd bitch #Lawd
1,RT @HG_Shit: Pull up like look at my shoes bitch &#128526;
1,"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows"
1,I swear girls with good pussy think that's the answer to everything
1,"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;"
1,what to do when your ear hurts like a bitch?
1,&#8220;@jaimescudi_: @Tonybthrz_ @cinndyyxoxo_ @BriannNiloo_ fuck me then bitch&#8221; shut up and roll threw
1,"@NYRKelsMads 
Yeah man. He even scare me and I is a nigger"
1,"I don't focus on bitches, bitches focus on me. #trenttruce 
Photography by patrickos http://t.co/steiM7i09p"
1,RT @irielee12: @drrrruuuu @Victoria_Finae ayyy what fags
1,RT @_laddieD: These hoes sad man
1,"Yeah im livin right, these bitches dead wrong"
1,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?
1,That dude RENT ain't no punk-bitch either.
1,@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe
1,@moneypulatief @globalriot Nee dat is na langdurig gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden
1,She tried to get you to rob the Wop but now the bitch in critical
1,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be
1,"@Drake thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick"
1,"I hate a ""Hacked at 20k"" ass hoe.."
0,@mitch_krebs14 @Gnarles_Charles I am that queer gnarles Charles and no it wasn't me
1,@megynkelly next you could ask the grand wizard of the #kkk why so many are intolerant this poor soul's views. #cunt #tcot #frc #p2 #foxnews
1,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;
1,RT @fvckteej: I feel like eating pussy right fucking now
1,@_MostDope95_ Jenny says you're an evil bitch.
1,"RT @JEN_JEN_2014: My pussy is totes adorbs when she jumps on my bed with litter stuck to her.

The cat is fucking annoying when she does it."
1,I looked retarded
0,"If Temple beats Rutgers today, I will be a happy clam."
1,RT @anilkohli54: @mediacrooks so the ball did roll down the slope &amp; found a natural spot @madhutrehan defending brother &amp; the scumbag @sard&#8230;
0,@b1gsean21 lets just say hellen keller makes better brownies
0,"RT @SSNAlerts: Rick Scott takes 49% of vote, Charlie Crist takes 46%. Scott wins second term: http://t.co/MmkyGCYVG1 #sayfie #FlaPol http:/&#8230;"
1,"If ur bitch starts fukin yappin tae, ill make sure i break something vital. Warning: call polis with hazard that results in permanent damage"
1,RT @ChrissiBaxter: If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth. You can quote me
1,RT @YaboySkeete: This bitch slow lmaoooooo http://t.co/oPmDp5RgLV
1,Cost $250 RT @BrandNewAndrew: &#8220;@ItsNotHarold: I ain't buying no pussy I got too many followers for that&#8221; u in Vegas. Dont miss opportunities
1,Talking shit like a hoe about huh so like a man ima murk you wen I see you
1,Ima knock the pussy out like fight night. &#128074;&#128074;
1,Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.
1,RT @NRoth44: Wow the stupid nigger in LeBron really came out there
1,RT @22duces20: Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !
1,"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job"
1,&#8220;@trillasfvck: all these bitches getting mommy money&#8221; niggas too.
1,@TrippinC @nuteIla &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128514;&#128514; that hoe is like 5'8.
0,@Yankees Scores don't matter in Spring Training man!
1,@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u
1,Females act like they never seen a nicca who raise they kids .. The reaction makes me laugh every time
0,RT @taylorcaniff: I wear beanies all winter long! So no bandanas till summer&#128525;
1,"When I be that pussy, I be calling you my Bitch."
1,RT @mandylea25: I've talked too much trash for OU to lose today..
0,@OlTimeBaseball @Yankees @PaulONeillYES that matters ?
0,Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.
1,RT @Duckin_Fope: &lt;----- not buying bitches vehicles
1,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
1,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans"
1,"Pic so confusing.. Looks like a dyke, but has a hoe pooci.. &#171;@Datjollygirl &#8220;@BTweekin: &#128553;&#128553;&#128553;&#128553;&#128553; http://t.co/88ThE7EZP7&#8221;&#187;"
1,Screaming money over hoes nigga you ain't fuck shit
1,"RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;"
0,"It's not often you see the words ""disingenuous,"" ""egregious,"" and ""cunt filth"" all in one sentence and properly used. #points"
1,breh it's a polygamist town in arizona if u wanna have bitches on deck move there
1,@shaelynspacyyy they trash though?
1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."""
1,"&#8220;@LegendaryE_: i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son&#8221;"
1,"Not trash, just plain as fuck for $225. And come on, no elephant print on a 3?"
1,"RT @HollywoodLavish: I want a real relationship &#9994;&#128272; no games, no lies, no side hoes, just me and you &#128143;&#128145;&#128107;&#128081;&#128525;&#128152;&#128141;"
0,"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;"
1,Arturo keeps calling me ghetto &#128532;
1,RT @boominator: &#8220;@CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates http://t.co/r8fjtCsJ5O http://t&#8230;
1,"Man, aunt petunia is a royal bitch."
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2"
1,@Get__Em__Craig lol I will be there in the morning hoe
1,I feel like a bad bitch when I wear my rhinestoned pocket jeans .
1,#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT
1,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it."
1,A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?
1,If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe
0,RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay
1,RT @TripleCz_3G: Finna make a power move wit a bitch taxes we both gone be straight long as she do wat I told ha
1,RT @44BINKO: @VoiceOfDStreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;
1,Gaga is that bitch who probably gives A+++ lapdances.
1,That hoe ask what time it is it's 10:17
1,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"
1,"He ain't shit girl, &#128175;he a bitch made nigga !"
1,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6"
1,Being a hoe is cute in 2014
1,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.
1,@ManBearDrgn would be funnier if America and not pussy Canada.
0,I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.
1,"Montana, Wisconsin, Maine, New Hampshire, North AND South Dakota, Wyoming. All places you can move an ex-hoe to and be happy."
1,RT @TankTopshotta: A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;
1,RT @Trap_Jesus: Never seen a nigga get laughed at when he got his test back and it was an A on that bitch.
1,&#8220;@MannyKream_G: Birthday Weekend starts today&#8221; Shut yo hoe ass up
1,&#8220;@_Georjay: @ZoeBoi03 happy birthday little bitch.&#8221; BOFL this made me laugh when I read it &#128514;&#128514;
1,"if a bitch don't like me, somethin' wrong wit da bitch"
1,@KayFLiii fuck bitches
1,"RT @TheTypicalChick: ""Why do you always wear black"" 

cause I&#8217;m ready for your funeral bitch"
0,RT @LifeNewsHQ: BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;
1,@haydenhill13 @aknadnrye @Sam_James3 @khalilreed indeed I did nigga is too over used so I use nigger
0,"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides"
1,@B_Stewart9 quit bein a little bitch B
1,@oak_log check yer phone nigger
1,@djceeloss awwww don't be a pussy ill show u was good with that turbo lol
1,&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.
1,@GiantRaiderKing oh you sneaky son of a bitch you
1,"ALL HE NEEDS IS A SKIRT!!!
Sure looks like a bitch to me.
 http://t.co/89HH52pCUe&#8221;"
1,"RT @MikeDiggEm: I hate when bitches say ""That ain't cute"" lol did I say I was trynna be cute"
1,I swear ain't nothing worse than a bad bitch that lost it
1,RT @Pretty_N_Purrls: To my EX that bitch can have you. &#128080;
1,"Omg chloe just pulled up to my house like ""come outside bitch"" &#128514;&#128514;&#128514;&#128514; hella cray"
0,#Yankees Damn. Well Joe that move to the bullpen really helped.
1,"The streets a dirty hoe, niggad try to wife it though."
1,"If Drew Stubbs were a pimp, he couldn't even hit a hoe."
1,RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;
1,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it."""
