Foul,Post,language,Unnamed: 2
0.0,"15. ""DRDO ka UV Tower corona prabhavit kshetron ko kam samay mein karega sankramanmukt""",hindi,
1.0,RT @VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod,english,
1.0,Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.,english,
1.0,Y'all be letting ya side bitches in the house y'all trippin,english,
1.0,"RT @MillerThaGod: When Kendrick Lamar said ""I call a bitch a bitch, a hoe a hoe, a woman a woman."" I knew he was onto something. He was pre&#8230;",english,
1.0,"RT @Vacante_: If ya girl shaves the pussy before going out with her girls, somethings wrong.",english,
1.0,Them chicks tried.to put me under the fire lol! I'm not a dirt bag courting with a dumb hoe though.,english,
1.0,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,english,
1.0,Goodnight bitches (with a lisp),english,
0.0,"RT @UberFacts: Mila Kunis has heterochromia iridum which gives her two different colored eyes. One eye is green, the other is brown.",english,
0.0,"11. ""Chhah parties ne ek baar phir 4 August 2019 ki 'Gupkar Ghoshna' ke prati apni pratibaddhata ki tasdeek ki #JammuAndKashmir #Article370 https://t.co/BUwPttYoAe""",hindi,
1.0,RT @TheSchwagQueen: Niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on Twitter like fuck bitches &#9994;&#128299;&#128184;Come on nigga which one you gone be Drake or&#8230;,english,
1.0,I wouldn't fuk a lot of u bitches .. #RealTalk,english,
1.0,RT @Now_Thats_Fresh: YG threw a pool party and wore pants with chucks. His sole purpose of throwing that party was to fuck bitches out there,english,
0.0,"18. ""Jab poora Delhi durghatnagrasht ho jayegi, to kya aap tab milenge? Kya aap iska aanand le rahe hain? Commissioner aur DCP ka jawab nahi de rahe hain aur woh milne ke liye taiyar nahi hain. Har kisi ko maar denge, jinhonne aapko vote nahi diya. Hamein abhi unse milne dein. Yeh ab ek mazaak ban gaya hai. Delhi jal rahi hai. Kya aapko is wajah se charge diya gaya hai? Kya aapko lagta hai ki hum pagal hain?""",hindi,
0.0,"""#UPCoronavirusNewsUpdate: Rajnath Singh ke bete aur Noida vidhayak Pankaj Singh hue corona positive #CoronaVirusUpdates @PankajSinghBJP https://t.co/t3s6EIQ5Ie""",hindi,
1.0,RT @miilkkk: When Lil Wayne said 'why give a bitch ya heart when she rather have a purse' http://t.co/BPbIbKat3x,english,
1.0,I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;,english,
1.0,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;,english,
1.0,Give a bitch 2 or 3 pumps &amp; that's it.,english,
0.0,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.,english,
1.0,@LifeAsKing I've only like about 3 pair..they're overpriced trash ..,english,
1.0,Beat the pussy down like my nemesis,english,
1.0,&#8220;@prettycha305: Group chat bitches we call yall undercover Feds &#128110;&#128110;&#128110; watching everybody&#8221;,english,
1.0,Tatti ka halwa,hindi,
1.0,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots,english,
1.0,"Since cats lick themselves all the time, they should be great at eattin pussy",english,
1.0,Why niccas be hating tho lol .. Let me live homie,english,
1.0,@XxminijokerXx I HATE birds! They just piss me off about the fact that I can't fly!,english,
1.0,ima knock da pussy out like fight night,english,
1.0,bhai y kmina h yr bhut,hindi,
0.0,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,english,
1.0,"Bobby bitch? Dickhead &#8220;@OprahSideNigga: TOP 3 BOBBY SHMURDA SONGS:
1. HOT NIGGA
2.
3.&#8221;",english,
1.0,Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,english,
1.0,&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,english,
0.0,Seeing another baseball team just makes me wanna book my @Yankees trip right now.,english,
1.0,Kali choot ki jhant,hindi,
0.0,5 mahine ho gaye in sadhuon ki hatya hui. Aaj tak koi karyawahi nahi hui. Desh ka insaaf sirf filmi sitaaron ke liye hai kya?,hindi,
0.0,balling like I'm stunna bitch,english,
1.0,if u gon be wit ur bae even if he or she cheat just shut the fuck up and take the dick or pussy... after all ain't nothing better then love,english,
1.0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",english,
0.0,"Modi hain toh mumkin hain 'Ek saal pehle tak rashtra ko ye tasveer bhi dekhne ko milti thi lekin ab kisi halala ki aulad mein ye takat nahi ki wo lal chonk par rashtravirodhi takate apna dogla nach kare'' ""'Aasha hai woh bhi jaldi honge #Akhand_Bharat ka swapna jaldi poora hoga'' Sangh: Shakti: Kalyuge: @aajtak""",hindi,
1.0,It's ok to tell a nigga he trash and a feature will never happen fam.,english,
1.0,bhenchod isme toh thiis gyi,hindi,
0.0,"4. ""Shikshak Diwas par Meerut ki teacher ko milega rajya puraskar, primary school ki badli dasha aur disha. #TeachersDay #Meerut"" - On Teacher's Day, Meerut's teacher will be honored with a state award, changing the condition and direction of the primary school.",hindi,
1.0,"A hoe gon be a hoe, that ain't a hunnid.",english,
1.0,Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing,english,
1.0,RT @TheHolyKuran: When you drop all your hoes for your girl and she say she dont want a relationship http://t.co/GuZXabJiXj,english,
1.0,Yellow jackets at gas station trash cans are THE worst,english,
1.0,@BloodOfJupiter yeah...bitch!,english,
0.0,"6. ""*B.J.P. vidhayak Anil Upadhyay ki is harkat par kya kahenge Modi ji,*",hindi,
0.0,"19. ""#Karnataka desh ke un 5 rajyon mein hai, jahan corona ki wajah se sabse jyada mauten hui hai. Phir bhi kyun in baaton ko kiya ja raha nazarandaaz? | #CoronaVirus https://t.co/MBXTi2FWkZ""",hindi,
1.0,Slut I ain't playin' go find a white crayon and color a fuckin zebra.,english,
1.0,"@SideHoeNextDoor with your height, yeah. Chunky bitch",english,
1.0,RT @Im_Flashy_Bitch: Bitches be like go talk to ya other bitch bitch you is my other bitch,english,
1.0,bndi h meri teri ni bsdk smja,hindi,
1.0,She trash tho.,english,
0.0,"5. ""Samvidhan ke asthayi anuchhed 370 ke aadhar par Jammu-Kashmir ka prithak kanoon bana hai, vah ekikaran ke raaste mein badha hai. Isne Jammu-Kashmir aur shesh Bharat ke logon ke beech ek manovigyanik rukavat paida kar rakhi hai."" - On the basis of the temporary Article 370 of the Constitution, a separate law for Jammu and Kashmir has been created, which is an obstacle in the path of integration. It has created a psychological barrier between the people of Jammu and Kashmir and the rest of India. - January 15, 1966, Bharatiya Jan Sangh Central Executive Committee #OneYearOfNoArticle370",hindi,
1.0,Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes,english,
1.0,RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,english,
1.0,bsdk gaali derha chalan ktjaegaa,hindi,
1.0,@bellaangeletti ur a fag,english,
0.0,@raghaw83 Kripaya apne janpad ke jiladhikari ya sambandhit SDM se shikayat karein,hindi,
1.0,"Crush ko bhi pata hota hai.
Hum uske crush hain.
Saali kamini tabhi to itna bhaav khati hai.
Chamcho ka bhi haal aisa hi kuch hai.",hindi,
1.0,RT @___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;,english,
0.0,"UG-C ne first aur second year ke chatron ki pariksha aayojit karane ke adesh jaari kar diye hain. Grih Mantralay ne sabhi rajyon ko school kholne ki permission di @PIBHomeAffairs""",hindi,
1.0,RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;,english,
1.0,Hazar lund ka chuda suar,hindi,
1.0,"Hoes be making twerk videos. Talking bout ""just playing around"" bitch you know you was serious",english,
0.0,RT @KeithOlbermann: @MarkDBrown0824 you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,english,
1.0,These hoes be thirsty for attention,english,
1.0,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy",english,
0.0,"#Mahoba 8 dino se ghar se lapata yuvak ka kuan mein mila shav, parijanon ne jataayi hatya ki aashanka, parijanon ne kotwali mein ki thi shikayat, Kulpahad kshetra ke Bhatewara gaon ka mamla.",hindi,
1.0,Suar ki jhant,hindi,
1.0,"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",english,
1.0,@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....,english,
1.0,they shot another monkey lmaooooooooooo,english,
1.0,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",english,
0.0,@Yankees Scores don't matter in Spring Training man!,english,
1.0,@JonJanke @Deadspin @jtrimbl3 You sound like you're pussy whooped. #freelikeabird,english,
1.0,Irie is a bitch for not letting me borrow his charger.,english,
0.0,"13. ""Kya koi maulvi fatwa nikalega???? Ab lagta hai Islam khatre mein nahi aayega kyun ki Taimur ke abba ki beti ka naam hai na ismein""",hindi,
0.0,"NBA, handle your zebras.",english,
1.0,@ChaseBasford @justinbieber I was 200 bitch,english,
1.0,Only things that calm me down.. pussy and some Cali tree.,english,
1.0,RT @KevinTheGee: &#8220;@ButteryAssRobb: &#8220;@KevinTheGee: okay now I'm going to Krispy Kreme for real&#8221;fat bitch&#8221;@TropicalBlanket this nigga trying &#8230;,english,
1.0,@kieffer_jason bitch am not I really don't fucking like you. why the fuck are you even talking to me ?,english,
1.0,@Staydelusional I texted u fag,english,
1.0,@Goldee_Locx lmao real shit though them bitches be dumb as fuck smh,english,
0.0,,hindi,
1.0,got a bitch so bad you can't afford to fuck,english,
1.0,Haley was called a raghead &amp; accused of adultery and she skyrocketed in the polls. y&#8217;all think Sheheen didn&#8217;t notice that?,english,
1.0,That bitch is goin off off off!!!,english,
1.0,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school",english,
1.0,My dog just lifted her leg to pee. She's such a butch bitch.,english,
1.0,"RT @kaitlyn_lardi: ""@17Seniors: so i basically become a fearless bitch when i'm mad""",english,
1.0,Chutad dana,hindi,
1.0,Wait did @kidfivevibes take my brownies??,english,
0.0,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26",english,
1.0,Still downtown with these bitches.,english,
1.0,Moms is a hoe...a disrespectful one &#171;@JusDahl Y'all bitches are trash http://t.co/bDftUen6Rm&#187;,english,
0.0,This reminds me of another quality video lol. He ain't fittin to front for these peckerwoods! http://t.co/AYpwHr0J62,english,
1.0,Jhant mein phassa muth,hindi,
1.0,"RT @LamborghiniBow: Fuck a hoe, respect a woman, love a lady&#128175;",english,
0.0,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS,english,
0.0,"14. ""TV par aane se pehle itni tayyari karta hai ye gareeb aadmi.""",hindi,
1.0,tere suar ki jhaant k baal,hindi,
1.0,RT @NorrisDaGod: I ain't never had a basic bitch.. Never will &#128175;,english,
1.0,RT @Youss_Mayer: &#8220;@SaddyBey: Fat bitch. What's her @? http://t.co/IZGkpcqIO0&#8221;&#128557;&#128514;&#128557;&#128557;&#128557;,english,
0.0,"biyar grils ke saath khataranaak jangalon men dikhenge akshay kumaar, jaarii kiyaa viiḍiyo

akshaykumar
beargrylls",hindi,
1.0,RT @camilleftansel: i've read the hunger games 12 times i am trash,english,
1.0,@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game,english,
0.0,"""Kya chalu vitta varsh ki pehli trimester mein GDP ke kharab ankdon ke liye corona aapda jimmedar hai? #GDP #CoronaPandemic #IndianEconomy""",hindi,
1.0,Saw this bad bitch today @Lil_Marieeee &#128539; http://t.co/BuFua1Pr8v,english,
0.0,Modi ji ka vikas abhi tak paida hi nahi hua aur nahi hi payega kabhi.,hindi,
1.0,"I'll stop drugs, alcohol, fags, sluts for you. Just give me a chance. It's been a year and I feel the same, that clearly means something.",english,
1.0,@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match,english,
1.0,@wutkarina Alright fag,english,
1.0,RT @LilFrenchy__: corny sex being having you wanna kill that bitch right then &amp; there &#128514;&#128553;&#128545;,english,
1.0,Gand mein zanjeerein,hindi,
0.0,"6. ""@KanganaTeam iska matlab Amitabh ki ragoin mein Nehru ka khoon daud raha hai 🤣🤣 Sala parivaar hai ya chedan.""",hindi,
1.0,Look at this bad bitch @rachel_dority http://t.co/jnnqWISao5,english,
0.0,WALK OFF HR! @Yankees,english,
1.0,RT @verseunanswered: Did those bitches from Frozen ever build a snowman?,english,
1.0,RT @Yennno_Nay: Now a days bitches will beef w/ you over something that has nothing to do w/ them &#128514;&#128514;&#128514;&#128514;&#128128; bitch yo ugly ass wasn't a factor a&#8230;,english,
1.0,"@etellurian @vcortesusmc too many little whiney bitches in AMERICA. 
Someone to CRY about ANYTHING! 
IE: Kids MUST WEAR Bicycle Helmets!",english,
1.0,Gandu maa ki choot teri,hindi,
1.0,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",english,
1.0,I become more of a bitch day by day&#128514;&#128514;&#128514;,english,
1.0,ni dekhrha project maa chuda,hindi,
0.0,"21. ""Pradhanmantri Narendra Modi ne Nai Shiksha Neeti ki sarahna karte hue kaha ki yah sabhi purani shiksha neetiyon ka behtar vikalp hogi. PM ne kaha ki Nai Shiksha Neeti Bharatiya yuvao ko nai chunautiyon ka samna karne ke liye taiyar karegi aur rojgar aur naukriyon ke naye avasar bhi paida karegi. #NEP2020 https://t.co/0UKZaVKKFB"" - Prime Minister Narendra Modi, praising the New Education Policy, said that it will be a better alternative to all old education policies. The New Education Policy will prepare Indian youth to face new challenges and create new opportunities for employment and jobs. #NEP2020",hindi,
1.0,Sabse bada kameena Nauti Bhadwa Sooje Mu Wala https://t.co/6wiksUdR3v,hindi,
1.0,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that,english,
1.0,You got 15k followers n the same bed sheets from last month .. These bitches be confrused ( @YoGottiKOM ) voice,english,
0.0,"""Sankraman se bachav ke liye savdhaani bartiye, apne haathon ko sabun aur paani se baar-baar dhote rahiye, logon se do gaz ki doori banakar rakiye, apne munh aur naak ko roomal, gamchha, dupatte adi se dhakkar rahiye: ACS, Chikitsa evam Swasthya, Shri Amit Mohan Prasad ji""",hindi,
1.0,My nigga calls fat bitches &#8221; porkers&#8221; lmao,english,
1.0,"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;",english,
1.0,@_Rachel_Robbins is the realest bitch out here rt,english,
1.0,"This bitch lmao ""Steve Wilkos be goin on mfs &#128553;&#128514;"" https://t.co/AgQwqzwTZX",english,
1.0,chll chll samosa khila de bsdk,hindi,
1.0,@DaJetlyfe y'all niccas spark up,english,
0.0,"GDP ko is saal ho sakta hai 20 lakh crore rupees ka nuksan'
https://t.co/OXkM9IQxCm via @NavbharatTimes 
#GDP #Coronavirus https://t.co/RHhwapXOlz",hindi,
1.0,"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra",english,
0.0,"2. ""Tinder ne Pakistani karrwai par koi tippani nahi ki hai.""",hindi,
1.0,these bitches be wasting time on some ungrateful niggas,english,
1.0,Music sounds a million times better in my car I love having a sub and new speakers. It's like a mini rave in this bitch. #bumpin,english,
1.0,Ask around n the streets bitch bout Jay,english,
1.0,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,english,
1.0,"RT @TheGoodGodAbove: Victoria&#8217;s real secret?
Five nipples and a sideways vagina.",english,
1.0,Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs,english,
1.0,"RT @A_YoungPrince: Some pussy be so wet &#128166;&#128167;&#128166;&#128167;you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade""",english,
